"Tabela 4092 - Pessoas de 14 anos ou mais de idade, por condição em relação à força de trabalho e condição de ocupação"
"Variável - Pessoas de 14 anos ou mais de idade (Mil pessoas)"
"Condição em relação à força de trabalho e condição de ocupação";"Brasil, Grande Região e Unidade da Federação";"Trimestre";""
"Força de trabalho - desocupada";"Acre";"4º trimestre 2021";"51"
"Força de trabalho - desocupada";"Amazonas";"1º trimestre 2018";"251"
"Força de trabalho - desocupada";"Amazonas";"2º trimestre 2018";"254"
"Força de trabalho - desocupada";"Amazonas";"3º trimestre 2018";"240"
"Força de trabalho - desocupada";"Amazonas";"4º trimestre 2018";"267"
"Força de trabalho - desocupada";"Amazonas";"1º trimestre 2019";"296"
"Força de trabalho - desocupada";"Amazonas";"2º trimestre 2019";"265"
"Força de trabalho - desocupada";"Amazonas";"3º trimestre 2019";"257"
"Força de trabalho - desocupada";"Amazonas";"4º trimestre 2019";"248"
"Força de trabalho - desocupada";"Amazonas";"1º trimestre 2020";"279"
"Força de trabalho - desocupada";"Amazonas";"2º trimestre 2020";"291"
"Força de trabalho - desocupada";"Amazonas";"3º trimestre 2020";"310"
"Força de trabalho - desocupada";"Amazonas";"4º trimestre 2020";"295"
"Força de trabalho - desocupada";"Amazonas";"1º trimestre 2021";"329"
"Força de trabalho - desocupada";"Amazonas";"2º trimestre 2021";"304"
"Força de trabalho - desocupada";"Amazonas";"3º trimestre 2021";"264"
"Força de trabalho - desocupada";"Amazonas";"4º trimestre 2021";"252"
"Força de trabalho - desocupada";"Roraima";"1º trimestre 2018";"25"
"Força de trabalho - desocupada";"Roraima";"2º trimestre 2018";"28"
"Força de trabalho - desocupada";"Roraima";"3º trimestre 2018";"33"
"Força de trabalho - desocupada";"Roraima";"4º trimestre 2018";"36"
"Força de trabalho - desocupada";"Roraima";"1º trimestre 2019";"39"
"Força de trabalho - desocupada";"Roraima";"2º trimestre 2019";"38"
"Força de trabalho - desocupada";"Roraima";"3º trimestre 2019";"37"
"Força de trabalho - desocupada";"Roraima";"4º trimestre 2019";"38"
"Força de trabalho - desocupada";"Roraima";"1º trimestre 2020";"42"
"Força de trabalho - desocupada";"Roraima";"2º trimestre 2020";"39"
"Força de trabalho - desocupada";"Roraima";"3º trimestre 2020";"45"
"Força de trabalho - desocupada";"Roraima";"4º trimestre 2020";"36"
"Força de trabalho - desocupada";"Roraima";"1º trimestre 2021";"36"
"Força de trabalho - desocupada";"Roraima";"2º trimestre 2021";"37"
"Força de trabalho - desocupada";"Roraima";"3º trimestre 2021";"28"
"Força de trabalho - desocupada";"Roraima";"4º trimestre 2021";"24"
"Força de trabalho - desocupada";"Pará";"1º trimestre 2018";"465"
"Força de trabalho - desocupada";"Pará";"2º trimestre 2018";"434"
"Força de trabalho - desocupada";"Pará";"3º trimestre 2018";"424"
"Força de trabalho - desocupada";"Pará";"4º trimestre 2018";"397"
"Força de trabalho - desocupada";"Pará";"1º trimestre 2019";"445"
"Força de trabalho - desocupada";"Pará";"2º trimestre 2019";"435"
"Força de trabalho - desocupada";"Pará";"3º trimestre 2019";"444"
"Força de trabalho - desocupada";"Pará";"4º trimestre 2019";"360"
"Força de trabalho - desocupada";"Pará";"1º trimestre 2020";"417"
"Força de trabalho - desocupada";"Pará";"2º trimestre 2020";"330"
"Força de trabalho - desocupada";"Pará";"3º trimestre 2020";"413"
"Força de trabalho - desocupada";"Pará";"4º trimestre 2020";"420"
"Força de trabalho - desocupada";"Pará";"1º trimestre 2021";"523"
"Força de trabalho - desocupada";"Pará";"2º trimestre 2021";"524"
"Força de trabalho - desocupada";"Pará";"3º trimestre 2021";"475"
"Força de trabalho - desocupada";"Pará";"4º trimestre 2021";"450"
"Força de trabalho - desocupada";"Amapá";"1º trimestre 2018";"80"
"Força de trabalho - desocupada";"Amapá";"2º trimestre 2018";"80"
"Força de trabalho - desocupada";"Amapá";"3º trimestre 2018";"70"
"Força de trabalho - desocupada";"Amapá";"4º trimestre 2018";"75"
"Força de trabalho - desocupada";"Amapá";"1º trimestre 2019";"78"
"Força de trabalho - desocupada";"Amapá";"2º trimestre 2019";"69"
"Força de trabalho - desocupada";"Amapá";"3º trimestre 2019";"66"
"Força de trabalho - desocupada";"Amapá";"4º trimestre 2019";"62"
"Força de trabalho - desocupada";"Amapá";"1º trimestre 2020";"67"
"Força de trabalho - desocupada";"Amapá";"2º trimestre 2020";"39"
"Força de trabalho - desocupada";"Amapá";"3º trimestre 2020";"54"
"Força de trabalho - desocupada";"Amapá";"4º trimestre 2020";"59"
"Força de trabalho - desocupada";"Amapá";"1º trimestre 2021";"56"
"Força de trabalho - desocupada";"Amapá";"2º trimestre 2021";"62"
"Força de trabalho - desocupada";"Amapá";"3º trimestre 2021";"71"
"Força de trabalho - desocupada";"Amapá";"4º trimestre 2021";"73"
"Força de trabalho - desocupada";"Tocantins";"1º trimestre 2018";"78"
"Força de trabalho - desocupada";"Tocantins";"2º trimestre 2018";"81"
"Força de trabalho - desocupada";"Tocantins";"3º trimestre 2018";"70"
"Força de trabalho - desocupada";"Tocantins";"4º trimestre 2018";"77"
"Força de trabalho - desocupada";"Tocantins";"1º trimestre 2019";"90"
"Força de trabalho - desocupada";"Tocantins";"2º trimestre 2019";"84"
"Força de trabalho - desocupada";"Tocantins";"3º trimestre 2019";"78"
"Força de trabalho - desocupada";"Tocantins";"4º trimestre 2019";"67"
"Força de trabalho - desocupada";"Tocantins";"1º trimestre 2020";"84"
"Força de trabalho - desocupada";"Tocantins";"2º trimestre 2020";"88"
"Força de trabalho - desocupada";"Tocantins";"3º trimestre 2020";"84"
"Força de trabalho - desocupada";"Tocantins";"4º trimestre 2020";"81"
"Força de trabalho - desocupada";"Tocantins";"1º trimestre 2021";"130"
"Força de trabalho - desocupada";"Tocantins";"2º trimestre 2021";"117"
"Força de trabalho - desocupada";"Tocantins";"3º trimestre 2021";"82"
"Força de trabalho - desocupada";"Tocantins";"4º trimestre 2021";"74"
"Força de trabalho - desocupada";"Maranhão";"1º trimestre 2018";"423"
"Força de trabalho - desocupada";"Maranhão";"2º trimestre 2018";"376"
"Força de trabalho - desocupada";"Maranhão";"3º trimestre 2018";"367"
"Força de trabalho - desocupada";"Maranhão";"4º trimestre 2018";"379"
"Força de trabalho - desocupada";"Maranhão";"1º trimestre 2019";"429"
"Força de trabalho - desocupada";"Maranhão";"2º trimestre 2019";"388"
"Força de trabalho - desocupada";"Maranhão";"3º trimestre 2019";"382"
"Força de trabalho - desocupada";"Maranhão";"4º trimestre 2019";"330"
"Força de trabalho - desocupada";"Maranhão";"1º trimestre 2020";"431"
"Força de trabalho - desocupada";"Maranhão";"2º trimestre 2020";"391"
"Força de trabalho - desocupada";"Maranhão";"3º trimestre 2020";"417"
"Força de trabalho - desocupada";"Maranhão";"4º trimestre 2020";"365"
"Força de trabalho - desocupada";"Maranhão";"1º trimestre 2021";"448"
"Força de trabalho - desocupada";"Maranhão";"2º trimestre 2021";"467"
"Força de trabalho - desocupada";"Maranhão";"3º trimestre 2021";"409"
"Força de trabalho - desocupada";"Maranhão";"4º trimestre 2021";"364"
"Força de trabalho - desocupada";"Piauí";"1º trimestre 2018";"187"
"Força de trabalho - desocupada";"Piauí";"2º trimestre 2018";"194"
"Força de trabalho - desocupada";"Piauí";"3º trimestre 2018";"182"
"Força de trabalho - desocupada";"Piauí";"4º trimestre 2018";"181"
"Força de trabalho - desocupada";"Piauí";"1º trimestre 2019";"188"
"Força de trabalho - desocupada";"Piauí";"2º trimestre 2019";"191"
"Força de trabalho - desocupada";"Piauí";"3º trimestre 2019";"199"
"Força de trabalho - desocupada";"Piauí";"4º trimestre 2019";"200"
"Força de trabalho - desocupada";"Piauí";"1º trimestre 2020";"202"
"Força de trabalho - desocupada";"Piauí";"2º trimestre 2020";"162"
"Força de trabalho - desocupada";"Piauí";"3º trimestre 2020";"174"
"Força de trabalho - desocupada";"Piauí";"4º trimestre 2020";"167"
"Força de trabalho - desocupada";"Piauí";"1º trimestre 2021";"212"
"Força de trabalho - desocupada";"Piauí";"2º trimestre 2021";"221"
"Força de trabalho - desocupada";"Piauí";"3º trimestre 2021";"173"
"Força de trabalho - desocupada";"Piauí";"4º trimestre 2021";"173"
"Força de trabalho - desocupada";"Ceará";"1º trimestre 2018";"530"
"Força de trabalho - desocupada";"Ceará";"2º trimestre 2018";"479"
"Força de trabalho - desocupada";"Ceará";"3º trimestre 2018";"444"
"Força de trabalho - desocupada";"Ceará";"4º trimestre 2018";"420"
"Força de trabalho - desocupada";"Ceará";"1º trimestre 2019";"476"
"Força de trabalho - desocupada";"Ceará";"2º trimestre 2019";"459"
"Força de trabalho - desocupada";"Ceará";"3º trimestre 2019";"478"
"Força de trabalho - desocupada";"Ceará";"4º trimestre 2019";"437"
"Força de trabalho - desocupada";"Ceará";"1º trimestre 2020";"513"
"Força de trabalho - desocupada";"Ceará";"2º trimestre 2020";"443"
"Força de trabalho - desocupada";"Ceará";"3º trimestre 2020";"515"
"Força de trabalho - desocupada";"Ceará";"4º trimestre 2020";"558"
"Força de trabalho - desocupada";"Ceará";"1º trimestre 2021";"557"
"Força de trabalho - desocupada";"Ceará";"2º trimestre 2021";"577"
"Força de trabalho - desocupada";"Ceará";"3º trimestre 2021";"492"
"Força de trabalho - desocupada";"Ceará";"4º trimestre 2021";"439"
"Força de trabalho - desocupada";"Rio Grande do Norte";"1º trimestre 2018";"229"
"Força de trabalho - desocupada";"Rio Grande do Norte";"2º trimestre 2018";"202"
"Força de trabalho - desocupada";"Rio Grande do Norte";"3º trimestre 2018";"204"
"Força de trabalho - desocupada";"Rio Grande do Norte";"4º trimestre 2018";"211"
"Força de trabalho - desocupada";"Rio Grande do Norte";"1º trimestre 2019";"214"
"Força de trabalho - desocupada";"Rio Grande do Norte";"2º trimestre 2019";"195"
"Força de trabalho - desocupada";"Rio Grande do Norte";"3º trimestre 2019";"210"
"Força de trabalho - desocupada";"Rio Grande do Norte";"4º trimestre 2019";"199"
"Força de trabalho - desocupada";"Rio Grande do Norte";"1º trimestre 2020";"244"
"Força de trabalho - desocupada";"Rio Grande do Norte";"2º trimestre 2020";"209"
"Força de trabalho - desocupada";"Rio Grande do Norte";"3º trimestre 2020";"251"
"Força de trabalho - desocupada";"Rio Grande do Norte";"4º trimestre 2020";"235"
"Força de trabalho - desocupada";"Rio Grande do Norte";"1º trimestre 2021";"235"
"Força de trabalho - desocupada";"Rio Grande do Norte";"2º trimestre 2021";"242"
"Força de trabalho - desocupada";"Rio Grande do Norte";"3º trimestre 2021";"221"
"Força de trabalho - desocupada";"Rio Grande do Norte";"4º trimestre 2021";"194"
"Força de trabalho - desocupada";"Paraíba";"1º trimestre 2018";"203"
"Força de trabalho - desocupada";"Paraíba";"2º trimestre 2018";"188"
"Força de trabalho - desocupada";"Paraíba";"3º trimestre 2018";"190"
"Força de trabalho - desocupada";"Paraíba";"4º trimestre 2018";"194"
"Força de trabalho - desocupada";"Paraíba";"1º trimestre 2019";"189"
"Força de trabalho - desocupada";"Paraíba";"2º trimestre 2019";"207"
"Força de trabalho - desocupada";"Paraíba";"3º trimestre 2019";"193"
"Força de trabalho - desocupada";"Paraíba";"4º trimestre 2019";"206"
"Força de trabalho - desocupada";"Paraíba";"1º trimestre 2020";"232"
"Força de trabalho - desocupada";"Paraíba";"2º trimestre 2020";"196"
"Força de trabalho - desocupada";"Paraíba";"3º trimestre 2020";"262"
"Força de trabalho - desocupada";"Paraíba";"4º trimestre 2020";"254"
"Força de trabalho - desocupada";"Paraíba";"1º trimestre 2021";"260"
"Força de trabalho - desocupada";"Paraíba";"2º trimestre 2021";"243"
"Força de trabalho - desocupada";"Paraíba";"3º trimestre 2021";"231"
"Força de trabalho - desocupada";"Paraíba";"4º trimestre 2021";"208"
"Força de trabalho - desocupada";"Pernambuco";"1º trimestre 2018";"759"
"Força de trabalho - desocupada";"Pernambuco";"2º trimestre 2018";"723"
"Força de trabalho - desocupada";"Pernambuco";"3º trimestre 2018";"719"
"Força de trabalho - desocupada";"Pernambuco";"4º trimestre 2018";"664"
"Força de trabalho - desocupada";"Pernambuco";"1º trimestre 2019";"696"
"Força de trabalho - desocupada";"Pernambuco";"2º trimestre 2019";"681"
"Força de trabalho - desocupada";"Pernambuco";"3º trimestre 2019";"674"
"Força de trabalho - desocupada";"Pernambuco";"4º trimestre 2019";"601"
"Força de trabalho - desocupada";"Pernambuco";"1º trimestre 2020";"611"
"Força de trabalho - desocupada";"Pernambuco";"2º trimestre 2020";"552"
"Força de trabalho - desocupada";"Pernambuco";"3º trimestre 2020";"709"
"Força de trabalho - desocupada";"Pernambuco";"4º trimestre 2020";"775"
"Força de trabalho - desocupada";"Pernambuco";"1º trimestre 2021";"888"
"Força de trabalho - desocupada";"Pernambuco";"2º trimestre 2021";"906"
"Força de trabalho - desocupada";"Pernambuco";"3º trimestre 2021";"806"
"Força de trabalho - desocupada";"Pernambuco";"4º trimestre 2021";"723"
"Força de trabalho - desocupada";"Alagoas";"1º trimestre 2018";"206"
"Força de trabalho - desocupada";"Alagoas";"2º trimestre 2018";"202"
"Força de trabalho - desocupada";"Alagoas";"3º trimestre 2018";"205"
"Força de trabalho - desocupada";"Alagoas";"4º trimestre 2018";"193"
"Força de trabalho - desocupada";"Alagoas";"1º trimestre 2019";"194"
"Força de trabalho - desocupada";"Alagoas";"2º trimestre 2019";"186"
"Força de trabalho - desocupada";"Alagoas";"3º trimestre 2019";"193"
"Força de trabalho - desocupada";"Alagoas";"4º trimestre 2019";"165"
"Força de trabalho - desocupada";"Alagoas";"1º trimestre 2020";"204"
"Força de trabalho - desocupada";"Alagoas";"2º trimestre 2020";"203"
"Força de trabalho - desocupada";"Alagoas";"3º trimestre 2020";"228"
"Força de trabalho - desocupada";"Alagoas";"4º trimestre 2020";"260"
"Força de trabalho - desocupada";"Alagoas";"1º trimestre 2021";"261"
"Força de trabalho - desocupada";"Alagoas";"2º trimestre 2021";"254"
"Força de trabalho - desocupada";"Alagoas";"3º trimestre 2021";"231"
"Força de trabalho - desocupada";"Alagoas";"4º trimestre 2021";"203"
"Força de trabalho - desocupada";"Sergipe";"1º trimestre 2018";"178"
"Força de trabalho - desocupada";"Sergipe";"2º trimestre 2018";"174"
"Força de trabalho - desocupada";"Sergipe";"3º trimestre 2018";"183"
"Força de trabalho - desocupada";"Sergipe";"4º trimestre 2018";"161"
"Força de trabalho - desocupada";"Sergipe";"1º trimestre 2019";"165"
"Força de trabalho - desocupada";"Sergipe";"2º trimestre 2019";"169"
"Força de trabalho - desocupada";"Sergipe";"3º trimestre 2019";"162"
"Força de trabalho - desocupada";"Sergipe";"4º trimestre 2019";"168"
"Força de trabalho - desocupada";"Sergipe";"1º trimestre 2020";"171"
"Força de trabalho - desocupada";"Sergipe";"2º trimestre 2020";"205"
"Força de trabalho - desocupada";"Sergipe";"3º trimestre 2020";"206"
"Força de trabalho - desocupada";"Sergipe";"4º trimestre 2020";"193"
"Força de trabalho - desocupada";"Sergipe";"1º trimestre 2021";"226"
"Força de trabalho - desocupada";"Sergipe";"2º trimestre 2021";"209"
"Força de trabalho - desocupada";"Sergipe";"3º trimestre 2021";"188"
"Força de trabalho - desocupada";"Sergipe";"4º trimestre 2021";"165"
"Força de trabalho - desocupada";"Bahia";"1º trimestre 2018";"1258"
"Força de trabalho - desocupada";"Bahia";"2º trimestre 2018";"1149"
"Força de trabalho - desocupada";"Bahia";"3º trimestre 2018";"1155"
"Força de trabalho - desocupada";"Bahia";"4º trimestre 2018";"1239"
"Força de trabalho - desocupada";"Bahia";"1º trimestre 2019";"1307"
"Força de trabalho - desocupada";"Bahia";"2º trimestre 2019";"1240"
"Força de trabalho - desocupada";"Bahia";"3º trimestre 2019";"1194"
"Força de trabalho - desocupada";"Bahia";"4º trimestre 2019";"1162"
"Força de trabalho - desocupada";"Bahia";"1º trimestre 2020";"1333"
"Força de trabalho - desocupada";"Bahia";"2º trimestre 2020";"1256"
"Força de trabalho - desocupada";"Bahia";"3º trimestre 2020";"1321"
"Força de trabalho - desocupada";"Bahia";"4º trimestre 2020";"1372"
"Força de trabalho - desocupada";"Bahia";"1º trimestre 2021";"1442"
"Força de trabalho - desocupada";"Bahia";"2º trimestre 2021";"1374"
"Força de trabalho - desocupada";"Bahia";"3º trimestre 2021";"1336"
"Força de trabalho - desocupada";"Bahia";"4º trimestre 2021";"1240"
"Força de trabalho - desocupada";"Minas Gerais";"1º trimestre 2018";"1419"
"Força de trabalho - desocupada";"Minas Gerais";"2º trimestre 2018";"1227"
"Força de trabalho - desocupada";"Minas Gerais";"3º trimestre 2018";"1105"
"Força de trabalho - desocupada";"Minas Gerais";"4º trimestre 2018";"1093"
"Força de trabalho - desocupada";"Minas Gerais";"1º trimestre 2019";"1257"
"Força de trabalho - desocupada";"Minas Gerais";"2º trimestre 2019";"1096"
"Força de trabalho - desocupada";"Minas Gerais";"3º trimestre 2019";"1149"
"Força de trabalho - desocupada";"Minas Gerais";"4º trimestre 2019";"1098"
"Força de trabalho - desocupada";"Minas Gerais";"1º trimestre 2020";"1320"
"Força de trabalho - desocupada";"Minas Gerais";"2º trimestre 2020";"1385"
"Força de trabalho - desocupada";"Minas Gerais";"3º trimestre 2020";"1443"
"Força de trabalho - desocupada";"Minas Gerais";"4º trimestre 2020";"1344"
"Força de trabalho - desocupada";"Minas Gerais";"1º trimestre 2021";"1523"
"Força de trabalho - desocupada";"Minas Gerais";"2º trimestre 2021";"1393"
"Força de trabalho - desocupada";"Minas Gerais";"3º trimestre 2021";"1210"
"Força de trabalho - desocupada";"Minas Gerais";"4º trimestre 2021";"1070"
"Força de trabalho - desocupada";"Espírito Santo";"1º trimestre 2018";"264"
"Força de trabalho - desocupada";"Espírito Santo";"2º trimestre 2018";"257"
"Força de trabalho - desocupada";"Espírito Santo";"3º trimestre 2018";"241"
"Força de trabalho - desocupada";"Espírito Santo";"4º trimestre 2018";"220"
"Força de trabalho - desocupada";"Espírito Santo";"1º trimestre 2019";"266"
"Força de trabalho - desocupada";"Espírito Santo";"2º trimestre 2019";"242"
"Força de trabalho - desocupada";"Espírito Santo";"3º trimestre 2019";"233"
"Força de trabalho - desocupada";"Espírito Santo";"4º trimestre 2019";"227"
"Força de trabalho - desocupada";"Espírito Santo";"1º trimestre 2020";"243"
"Força de trabalho - desocupada";"Espírito Santo";"2º trimestre 2020";"255"
"Força de trabalho - desocupada";"Espírito Santo";"3º trimestre 2020";"296"
"Força de trabalho - desocupada";"Espírito Santo";"4º trimestre 2020";"282"
"Força de trabalho - desocupada";"Espírito Santo";"1º trimestre 2021";"278"
"Força de trabalho - desocupada";"Espírito Santo";"2º trimestre 2021";"245"
"Força de trabalho - desocupada";"Espírito Santo";"3º trimestre 2021";"214"
"Força de trabalho - desocupada";"Espírito Santo";"4º trimestre 2021";"214"
"Força de trabalho - desocupada";"Rio de Janeiro";"1º trimestre 2018";"1335"
"Força de trabalho - desocupada";"Rio de Janeiro";"2º trimestre 2018";"1372"
"Força de trabalho - desocupada";"Rio de Janeiro";"3º trimestre 2018";"1304"
"Força de trabalho - desocupada";"Rio de Janeiro";"4º trimestre 2018";"1335"
"Força de trabalho - desocupada";"Rio de Janeiro";"1º trimestre 2019";"1388"
"Força de trabalho - desocupada";"Rio de Janeiro";"2º trimestre 2019";"1366"
"Força de trabalho - desocupada";"Rio de Janeiro";"3º trimestre 2019";"1314"
"Força de trabalho - desocupada";"Rio de Janeiro";"4º trimestre 2019";"1246"
"Força de trabalho - desocupada";"Rio de Janeiro";"1º trimestre 2020";"1313"
"Força de trabalho - desocupada";"Rio de Janeiro";"2º trimestre 2020";"1349"
"Força de trabalho - desocupada";"Rio de Janeiro";"3º trimestre 2020";"1567"
"Força de trabalho - desocupada";"Rio de Janeiro";"4º trimestre 2020";"1641"
"Força de trabalho - desocupada";"Rio de Janeiro";"1º trimestre 2021";"1650"
"Força de trabalho - desocupada";"Rio de Janeiro";"2º trimestre 2021";"1588"
"Força de trabalho - desocupada";"Rio de Janeiro";"3º trimestre 2021";"1422"
"Força de trabalho - desocupada";"Rio de Janeiro";"4º trimestre 2021";"1285"
"Força de trabalho - desocupada";"São Paulo";"1º trimestre 2018";"3592"
"Força de trabalho - desocupada";"São Paulo";"2º trimestre 2018";"3499"
"Força de trabalho - desocupada";"São Paulo";"3º trimestre 2018";"3400"
"Força de trabalho - desocupada";"São Paulo";"4º trimestre 2018";"3226"
"Força de trabalho - desocupada";"São Paulo";"1º trimestre 2019";"3510"
"Força de trabalho - desocupada";"São Paulo";"2º trimestre 2019";"3368"
"Força de trabalho - desocupada";"São Paulo";"3º trimestre 2019";"3169"
"Força de trabalho - desocupada";"São Paulo";"4º trimestre 2019";"3015"
"Força de trabalho - desocupada";"São Paulo";"1º trimestre 2020";"3151"
"Força de trabalho - desocupada";"São Paulo";"2º trimestre 2020";"3247"
"Força de trabalho - desocupada";"São Paulo";"3º trimestre 2020";"3613"
"Força de trabalho - desocupada";"São Paulo";"4º trimestre 2020";"3589"
"Força de trabalho - desocupada";"São Paulo";"1º trimestre 2021";"3579"
"Força de trabalho - desocupada";"São Paulo";"2º trimestre 2021";"3636"
"Força de trabalho - desocupada";"São Paulo";"3º trimestre 2021";"3426"
"Força de trabalho - desocupada";"São Paulo";"4º trimestre 2021";"2898"
"Força de trabalho - desocupada";"Paraná";"1º trimestre 2018";"581"
"Força de trabalho - desocupada";"Paraná";"2º trimestre 2018";"545"
"Força de trabalho - desocupada";"Paraná";"3º trimestre 2018";"527"
"Força de trabalho - desocupada";"Paraná";"4º trimestre 2018";"479"
"Força de trabalho - desocupada";"Paraná";"1º trimestre 2019";"550"
"Força de trabalho - desocupada";"Paraná";"2º trimestre 2019";"560"
"Força de trabalho - desocupada";"Paraná";"3º trimestre 2019";"559"
"Força de trabalho - desocupada";"Paraná";"4º trimestre 2019";"450"
"Força de trabalho - desocupada";"Paraná";"1º trimestre 2020";"487"
"Força de trabalho - desocupada";"Paraná";"2º trimestre 2020";"577"
"Força de trabalho - desocupada";"Paraná";"3º trimestre 2020";"617"
"Força de trabalho - desocupada";"Paraná";"4º trimestre 2020";"608"
"Força de trabalho - desocupada";"Paraná";"1º trimestre 2021";"571"
"Força de trabalho - desocupada";"Paraná";"2º trimestre 2021";"532"
"Força de trabalho - desocupada";"Paraná";"3º trimestre 2021";"484"
"Força de trabalho - desocupada";"Paraná";"4º trimestre 2021";"435"
"Força de trabalho - desocupada";"Santa Catarina";"1º trimestre 2018";"254"
"Força de trabalho - desocupada";"Santa Catarina";"2º trimestre 2018";"252"
"Força de trabalho - desocupada";"Santa Catarina";"3º trimestre 2018";"242"
"Força de trabalho - desocupada";"Santa Catarina";"4º trimestre 2018";"250"
"Força de trabalho - desocupada";"Santa Catarina";"1º trimestre 2019";"285"
"Força de trabalho - desocupada";"Santa Catarina";"2º trimestre 2019";"239"
"Força de trabalho - desocupada";"Santa Catarina";"3º trimestre 2019";"227"
"Força de trabalho - desocupada";"Santa Catarina";"4º trimestre 2019";"216"
"Força de trabalho - desocupada";"Santa Catarina";"1º trimestre 2020";"223"
"Força de trabalho - desocupada";"Santa Catarina";"2º trimestre 2020";"275"
"Força de trabalho - desocupada";"Santa Catarina";"3º trimestre 2020";"253"
"Força de trabalho - desocupada";"Santa Catarina";"4º trimestre 2020";"204"
"Força de trabalho - desocupada";"Santa Catarina";"1º trimestre 2021";"241"
"Força de trabalho - desocupada";"Santa Catarina";"2º trimestre 2021";"228"
"Força de trabalho - desocupada";"Santa Catarina";"3º trimestre 2021";"207"
"Força de trabalho - desocupada";"Santa Catarina";"4º trimestre 2021";"172"
"Força de trabalho - desocupada";"Rio Grande do Sul";"1º trimestre 2018";"520"
"Força de trabalho - desocupada";"Rio Grande do Sul";"2º trimestre 2018";"507"
"Força de trabalho - desocupada";"Rio Grande do Sul";"3º trimestre 2018";"499"
"Força de trabalho - desocupada";"Rio Grande do Sul";"4º trimestre 2018";"458"
"Força de trabalho - desocupada";"Rio Grande do Sul";"1º trimestre 2019";"496"
"Força de trabalho - desocupada";"Rio Grande do Sul";"2º trimestre 2019";"515"
"Força de trabalho - desocupada";"Rio Grande do Sul";"3º trimestre 2019";"555"
"Força de trabalho - desocupada";"Rio Grande do Sul";"4º trimestre 2019";"455"
"Força de trabalho - desocupada";"Rio Grande do Sul";"1º trimestre 2020";"529"
"Força de trabalho - desocupada";"Rio Grande do Sul";"2º trimestre 2020";"562"
"Força de trabalho - desocupada";"Rio Grande do Sul";"3º trimestre 2020";"601"
"Força de trabalho - desocupada";"Rio Grande do Sul";"4º trimestre 2020";"507"
"Força de trabalho - desocupada";"Rio Grande do Sul";"1º trimestre 2021";"566"
"Força de trabalho - desocupada";"Rio Grande do Sul";"2º trimestre 2021";"533"
"Força de trabalho - desocupada";"Rio Grande do Sul";"3º trimestre 2021";"512"
"Força de trabalho - desocupada";"Rio Grande do Sul";"4º trimestre 2021";"500"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"1º trimestre 2018";"120"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"2º trimestre 2018";"108"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"3º trimestre 2018";"105"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"4º trimestre 2018";"101"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"1º trimestre 2019";"137"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"2º trimestre 2019";"123"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"3º trimestre 2019";"111"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"4º trimestre 2019";"96"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"1º trimestre 2020";"111"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"2º trimestre 2020";"155"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"3º trimestre 2020";"157"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"4º trimestre 2020";"129"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"1º trimestre 2021";"146"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"2º trimestre 2021";"138"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"3º trimestre 2021";"107"
"Força de trabalho - desocupada";"Mato Grosso do Sul";"4º trimestre 2021";"92"
"Força de trabalho - desocupada";"Mato Grosso";"1º trimestre 2018";"164"
"Força de trabalho - desocupada";"Mato Grosso";"2º trimestre 2018";"151"
"Força de trabalho - desocupada";"Mato Grosso";"3º trimestre 2018";"120"
"Força de trabalho - desocupada";"Mato Grosso";"4º trimestre 2018";"124"
"Força de trabalho - desocupada";"Mato Grosso";"1º trimestre 2019";"167"
"Força de trabalho - desocupada";"Mato Grosso";"2º trimestre 2019";"154"
"Força de trabalho - desocupada";"Mato Grosso";"3º trimestre 2019";"148"
"Força de trabalho - desocupada";"Mato Grosso";"4º trimestre 2019";"117"
"Força de trabalho - desocupada";"Mato Grosso";"1º trimestre 2020";"158"
"Força de trabalho - desocupada";"Mato Grosso";"2º trimestre 2020";"182"
"Força de trabalho - desocupada";"Mato Grosso";"3º trimestre 2020";"181"
"Força de trabalho - desocupada";"Mato Grosso";"4º trimestre 2020";"197"
"Força de trabalho - desocupada";"Mato Grosso";"1º trimestre 2021";"184"
"Força de trabalho - desocupada";"Mato Grosso";"2º trimestre 2021";"164"
"Força de trabalho - desocupada";"Mato Grosso";"3º trimestre 2021";"120"
"Força de trabalho - desocupada";"Mato Grosso";"4º trimestre 2021";"108"
"Força de trabalho - desocupada";"Goiás";"1º trimestre 2018";"381"
"Força de trabalho - desocupada";"Goiás";"2º trimestre 2018";"349"
"Força de trabalho - desocupada";"Goiás";"3º trimestre 2018";"331"
"Força de trabalho - desocupada";"Goiás";"4º trimestre 2018";"306"
"Força de trabalho - desocupada";"Goiás";"1º trimestre 2019";"407"
